# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:43:45
# device_model=iPhone14,2
# os_name=iOS
# os_version=26.6.0
# engine_version=4.6-stable (official)
# screen_refresh_hz=120.00
# engine_max_fps=0
# delta_smoothing=false
# sample_count=1809
# duration_s=15.065
# achieved_rate_hz=120.08
# longest_frame_ms=11.7
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
74,613.463,8.333,2.61971,-10.67200,0.38098,2.02143,-9.42370,-1.81053,0.23020,-0.76491,0.11888
75,621.811,8.333,2.52247,-10.49712,0.46451,2.00854,-9.42635,-1.81109,-0.05703,-0.95155,0.11468
76,630.058,8.333,2.50882,-10.49842,0.45625,1.98021,-9.42767,-1.83528,-0.19533,-1.04743,0.11943
77,638.280,8.333,2.38463,-10.47119,0.52328,1.94840,-9.42394,-1.88774,-0.44147,-1.17399,0.10114
78,647.051,8.333,2.18935,-10.35298,0.25244,1.92059,-9.41465,-1.96116,-0.61426,-1.17151,-0.00890
79,655.148,8.333,1.69465,-10.17132,-0.41509,1.91194,-9.40784,-2.00188,-0.63992,-1.14218,-0.11110
80,663.350,8.333,1.10163,-10.13914,-1.66217,1.91371,-9.39073,-2.07902,-0.52025,-1.09003,-0.43289
81,671.653,8.333,1.10163,-10.13914,-1.66217,1.92738,-9.38054,-2.11213,-0.47772,-0.90919,-0.59463
82,680.238,8.333,0.95289,-10.25975,-3.24699,1.97655,-9.35708,-2.16993,-0.47191,-0.43665,-0.72671
83,688.486,8.333,1.67789,-9.92606,-2.85613,2.03822,-9.33285,-2.21676,-0.43518,0.00818,-0.67986
84,696.998,8.333,2.28960,-9.50094,-2.75872,2.10462,-9.30931,-2.25336,-0.45076,0.41379,-0.64147
85,705.055,8.333,2.44613,-9.10395,-2.91584,2.13994,-9.29735,-2.26942,-0.47106,0.61243,-0.62305
86,713.526,8.333,2.29484,-8.55463,-2.60354,2.21418,-9.27274,-2.29872,-0.50752,0.84631,-0.61802
87,721.631,8.333,2.29484,-8.55463,-2.60354,2.25343,-9.25973,-2.31297,-0.52393,0.88873,-0.63970
88,729.962,8.333,2.12785,-8.27451,-2.06051,2.33665,-9.23211,-2.34064,-0.50847,0.91858,-0.69751
89,738.508,8.333,1.99287,-7.77532,-1.90848,2.42323,-9.20436,-2.36180,-0.40611,0.86059,-0.71582
90,746.486,8.333,1.99093,-7.34137,-1.96938,2.46610,-9.19104,-2.36929,-0.35521,0.78545,-0.71946
91,755.086,8.333,2.33165,-7.17123,-1.69899,2.54731,-9.16620,-2.37959,-0.23921,0.59599,-0.67948
92,763.239,8.333,2.71188,-6.77350,-1.59843,2.61906,-9.14558,-2.38102,-0.08750,0.47170,-0.61302
93,771.850,8.333,2.71188,-6.77350,-1.59843,2.65221,-9.13686,-2.37779,-0.02192,0.39732,-0.60703
94,779.918,8.333,2.62973,-7.17617,-1.74792,2.71679,-9.11975,-2.37056,0.00367,0.15453,-0.67423
95,788.230,8.333,2.38253,-8.27227,-1.17301,2.78639,-9.09818,-2.37266,-0.10105,0.00859,-0.81881
96,796.412,8.333,1.69809,-8.91376,-1.49623,2.82583,-9.08436,-2.37897,-0.17036,-0.02075,-0.91414
97,804.827,8.333,0.43410,-9.35684,-2.36831,2.91661,-9.04984,-2.40088,-0.30777,0.04070,-1.06412
98,813.518,8.333,-0.48109,-9.29713,-3.53609,3.01775,-9.00972,-2.42663,-0.37931,0.39823,-1.04666
99,822.310,8.333,-0.48108,-9.29713,-3.53609,3.07108,-8.98949,-2.43473,-0.26985,1.00548,-1.05599
100,830.037,8.333,-1.11645,-9.62828,-4.73379,3.19247,-8.94927,-2.42673,-0.18826,1.39898,-1.15159
101,838.316,8.333,-1.70213,-10.53793,-5.51340,3.35382,-8.90260,-2.38033,-0.09020,2.10881,-1.51888
102,846.696,8.333,-1.63808,-10.48885,-5.18120,3.45280,-8.87370,-2.34651,-0.09275,2.33536,-1.74146
