# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:12:36
# device_model=iPad13,16
# os_name=iOS
# os_version=18.6.2
# engine_version=4.6-stable (official)
# target_frame_rate=60
# sample_count=1014
# duration_s=16.882
# achieved_rate_hz=60.06
# longest_frame_ms=20.5
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
128,2130.114,16.667,-0.84919,-4.31031,0.20426,-0.17870,-9.71043,-1.35871,1.33939,0.29346,0.03958
129,2146.767,16.667,-0.86116,-4.21005,0.80221,-0.17313,-9.73424,-1.17687,1.15735,0.30304,-0.03751
130,2163.478,16.667,-0.85054,-4.38737,0.70749,-0.15263,-9.75698,-0.97385,0.94034,0.26041,-0.10393
131,2180.194,16.667,-0.81493,-4.35939,0.63312,-0.13052,-9.76910,-0.84742,0.79368,0.22264,-0.15194
132,2196.732,16.667,-0.73098,-4.42553,0.86910,-0.10294,-9.77806,-0.74113,0.65763,0.20055,-0.18419
133,2213.481,16.667,-0.68579,-4.47177,0.87284,-0.06162,-9.78619,-0.63019,0.47973,0.17661,-0.21132
134,2230.194,16.667,-0.68773,-4.49915,1.07081,-0.02857,-9.79010,-0.56878,0.36008,0.16843,-0.21421
135,2246.734,16.667,-0.71153,-4.51397,1.51044,0.00453,-9.79262,-0.52439,0.24320,0.18263,-0.21640
136,2263.046,16.667,-0.59556,-4.33171,2.41560,0.04951,-9.79395,-0.49653,0.02020,0.20723,-0.22275
137,2279.931,16.667,-0.42452,-4.28308,2.76859,0.08330,-9.79297,-0.51113,-0.23324,0.20215,-0.21668
138,2296.387,16.667,-0.33713,-3.80080,3.30355,0.11592,-9.78950,-0.56796,-0.55551,0.16558,-0.21406
139,2313.013,16.667,-0.27458,-3.01565,2.49640,0.16073,-9.77884,-0.72034,-0.99035,-0.02674,-0.23190
140,2329.697,16.667,-0.25274,-2.62943,2.31968,0.19572,-9.76472,-0.88448,-1.22137,-0.10768,-0.25935
141,2346.529,16.667,-0.28895,-2.68749,2.26252,0.23464,-9.74506,-1.07202,-1.31759,-0.09258,-0.29215
142,2363.101,16.667,-0.59885,-4.26886,3.22319,0.29238,-9.70986,-1.34296,-1.51652,-0.08046,-0.30389
143,2379.689,16.667,-0.85054,-6.26054,4.62260,0.33007,-9.66830,-1.60792,-2.21961,-0.16355,-0.25486
144,2396.346,16.667,-1.06033,-11.40254,3.53429,0.35985,-9.58889,-2.02337,-3.58567,-0.25327,-0.25903
145,2413.076,16.667,-1.27731,-21.11192,-12.27402,0.41032,-9.37565,-2.84590,-4.62234,-0.26676,-0.45422
146,2430.505,16.667,1.11405,-25.95000,-21.36107,0.45821,-9.18053,-3.41736,-3.30690,0.10343,-0.23834
