# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:13:16
# device_model=iPad13,16
# os_name=iOS
# os_version=18.6.2
# engine_version=4.6-stable (official)
# target_frame_rate=60
# sample_count=499
# duration_s=8.297
# achieved_rate_hz=60.14
# longest_frame_ms=20.5
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
39,649.693,16.667,-0.38711,-5.87567,-7.88755,-0.31838,-5.81088,-7.89320,-0.08521,-0.07367,0.01892
40,665.116,16.667,-0.42407,-5.86475,-7.89698,-0.32858,-5.80035,-7.90053,-0.09268,-0.07616,0.01649
41,683.545,16.667,-0.43395,-5.89482,-7.88396,-0.34329,-5.78493,-7.91120,-0.10476,-0.07825,0.02412
42,699.981,16.667,-0.52508,-5.79756,-7.93872,-0.35476,-5.77243,-7.91982,-0.10573,-0.08508,0.01829
43,716.736,16.667,-0.54992,-5.76419,-7.90476,-0.36635,-5.75978,-7.92850,-0.10596,-0.08679,0.00939
44,733.385,16.667,-0.47884,-5.77332,-7.95414,-0.38140,-5.74208,-7.94062,-0.11782,-0.09822,-0.00146
45,747.022,16.667,-0.41584,-5.83916,-8.05095,-0.38956,-5.73253,-7.94712,-0.11899,-0.10996,-0.00639
46,763.446,16.667,-0.42871,-5.84694,-8.00696,-0.40788,-5.71469,-7.95904,-0.10574,-0.11333,-0.00375
47,783.911,16.667,-0.55141,-5.58133,-8.01594,-0.42576,-5.69818,-7.96993,-0.10490,-0.12758,-0.03083
48,799.781,16.667,-0.53032,-5.71406,-7.75691,-0.43713,-5.68501,-7.97872,-0.12224,-0.11146,-0.03408
49,814.761,16.667,-0.53002,-5.73441,-7.78370,-0.44714,-5.66879,-7.98970,-0.15228,-0.10565,-0.03622
50,831.574,16.667,-0.47435,-5.77526,-7.91029,-0.45656,-5.64966,-8.00271,-0.16890,-0.10167,-0.03094
51,849.267,16.667,-0.41914,-5.60153,-7.93663,-0.46952,-5.62080,-8.02225,-0.19869,-0.10528,-0.03530
52,866.422,16.667,-0.45834,-5.62922,-7.96895,-0.47957,-5.59524,-8.03951,-0.22895,-0.11221,-0.03593
53,883.530,16.667,-0.40432,-5.79950,-8.11709,-0.49447,-5.55576,-8.06594,-0.26114,-0.12241,-0.02197
54,899.743,16.667,-0.43335,-5.74923,-8.31596,-0.50961,-5.52352,-8.08711,-0.26933,-0.14488,-0.00051
55,916.356,16.667,-0.47256,-5.64223,-8.34274,-0.52946,-5.49033,-8.10841,-0.27213,-0.17611,0.00864
56,933.336,16.667,-0.52657,-5.52252,-8.28783,-0.56277,-5.44552,-8.13634,-0.27802,-0.21124,0.01799
57,950.119,16.667,-0.60169,-5.58687,-8.16079,-0.59205,-5.41043,-8.15764,-0.29300,-0.23354,0.02807
58,966.454,16.667,-0.60633,-5.59645,-8.07070,-0.62371,-5.37280,-8.18012,-0.32080,-0.23579,0.03985
59,983.318,16.667,-0.65631,-5.55784,-8.07609,-0.66783,-5.31528,-8.21415,-0.37037,-0.23038,0.05691
60,999.937,16.667,-0.70300,-5.53061,-8.36190,-0.70165,-5.26823,-8.24159,-0.38002,-0.24749,0.06228
61,1017.670,16.667,-0.68968,-5.44980,-8.41397,-0.73923,-5.22069,-8.26852,-0.37255,-0.26373,0.07680
62,1033.323,16.667,-0.80984,-5.28460,-8.33691,-0.79117,-5.15969,-8.30193,-0.34887,-0.26032,0.07609
63,1049.800,16.667,-0.86550,-5.17791,-8.20089,-0.82832,-5.11584,-8.32541,-0.33791,-0.23873,0.07123
64,1066.485,16.667,-0.90022,-5.18494,-8.23291,-0.86265,-5.07231,-8.34853,-0.34527,-0.22203,0.06981
65,1083.127,16.667,-0.93499,-5.13826,-8.20701,-0.89378,-5.02670,-8.37280,-0.36957,-0.18625,0.05822
66,1099.591,16.667,-1.05764,-5.01047,-8.28588,-0.92944,-4.96230,-8.40727,-0.38953,-0.15903,0.05278
67,1116.728,16.667,-1.11315,-4.96513,-8.30264,-0.95148,-4.91210,-8.43424,-0.39451,-0.13621,0.04062
68,1133.251,16.667,-1.05999,-4.89094,-8.11008,-0.96903,-4.86040,-8.46215,-0.42213,-0.08123,0.03033
69,1150.232,16.667,-1.02966,-4.85469,-8.14118,-0.98318,-4.78653,-8.50252,-0.45129,-0.03449,0.02247
70,1166.786,16.667,-1.04193,-4.87220,-8.27541,-0.98644,-4.72775,-8.53497,-0.45633,0.00472,0.02899
71,1183.667,16.667,-0.99599,-4.80845,-8.61868,-0.98617,-4.65078,-8.57719,-0.42623,0.03024,0.03705
72,1199.963,16.667,-0.99988,-4.64984,-8.69739,-0.98436,-4.59785,-8.60588,-0.38172,0.04745,0.04567
73,1216.765,16.667,-1.06826,-4.53836,-8.66402,-0.97866,-4.55034,-8.63174,-0.34220,0.08635,0.03861
74,1233.129,16.667,-1.14757,-4.44738,-8.58785,-0.96619,-4.50832,-8.65517,-0.29558,0.16452,0.02427
75,1249.958,16.667,-1.10223,-4.34637,-8.39721,-0.93462,-4.45749,-8.68491,-0.28395,0.24335,0.00668
76,1266.355,16.667,-1.11615,-4.27799,-8.48116,-0.89842,-4.41968,-8.70802,-0.29813,0.30297,-0.01835
77,1283.249,16.667,-1.14398,-4.22921,-8.62661,-0.85357,-4.37926,-8.73292,-0.32687,0.37109,-0.05529
78,1299.751,16.667,-1.12288,-4.25180,-8.77565,-0.77944,-4.32404,-8.76730,-0.30639,0.43306,-0.07526
79,1316.890,16.667,-1.01454,-4.34637,-8.89940,-0.71253,-4.28787,-8.79072,-0.24634,0.49556,-0.08581
80,1332.882,16.667,-0.70973,-4.54210,-9.54628,-0.64159,-4.26259,-8.80847,-0.14913,0.49296,-0.07789
81,1349.994,16.667,-0.54543,-4.29220,-9.53192,-0.55038,-4.24828,-8.82154,-0.02315,0.47166,-0.07048
82,1366.444,16.667,-0.55141,-4.21903,-9.24057,-0.48219,-4.25116,-8.82415,0.05368,0.49145,-0.08932
83,1383.585,16.667,-0.55216,-4.11967,-8.41771,-0.40656,-4.26203,-8.82271,0.09572,0.59647,-0.11039
84,1400.510,16.667,-0.38128,-4.06895,-8.63409,-0.28695,-4.27976,-8.81883,0.07932,0.63853,-0.14909
85,1418.411,17.291,-0.19498,-4.20467,-9.22725,-0.19583,-4.28828,-8.81718,0.04674,0.56719,-0.17839
86,1433.396,16.667,-0.19647,-3.88758,-9.48059,-0.11437,-4.29576,-8.81498,0.06549,0.48095,-0.19582
87,1450.001,16.667,-0.58149,-3.57379,-9.37869,-0.01979,-4.31058,-8.80846,0.08954,0.37229,-0.26006
88,1466.528,16.667,-0.63746,-3.58277,-9.08255,0.04534,-4.32197,-8.80278,0.07952,0.33817,-0.32382
89,1483.137,16.667,-0.62354,-3.79556,-8.21825,0.11529,-4.33110,-8.79765,0.06321,0.39392,-0.35766
90,1499.660,16.667,-0.28820,-4.07972,-8.19131,0.22456,-4.33638,-8.79294,0.01032,0.47593,-0.39140
91,1516.713,16.667,-0.02080,-4.17818,-8.45243,0.31585,-4.33456,-8.79103,-0.01907,0.50050,-0.41493
92,1533.107,16.667,0.09083,-4.20811,-8.42190,0.41024,-4.33085,-8.78896,0.01725,0.53434,-0.39616
93,1550.070,16.667,0.51820,-4.59956,-8.94534,0.53871,-4.33353,-8.78070,0.02654,0.50456,-0.42299
94,1564.230,16.667,0.92820,-4.75877,-9.06669,0.62806,-4.32839,-8.77730,-0.03273,0.43679,-0.42732
95,1583.398,16.667,1.30679,-5.00702,-8.80857,0.70961,-4.31872,-8.77585,-0.05020,0.39993,-0.37876
96,1598.290,16.667,1.41004,-5.02244,-8.86154,0.78288,-4.30816,-8.77481,-0.04780,0.35912,-0.34541
97,1616.770,16.667,1.53334,-5.04219,-8.87635,0.86840,-4.29406,-8.77367,-0.05551,0.29605,-0.30126
98,1633.392,16.667,1.28269,-4.63697,-8.79570,0.92339,-4.28207,-8.77392,-0.06619,0.25801,-0.28217
99,1648.631,16.667,1.08158,-4.44394,-8.81485,0.97291,-4.26921,-8.77483,-0.07009,0.22297,-0.27717
100,1667.300,16.667,0.80236,-4.18192,-8.56975,1.03671,-4.24724,-8.77819,-0.12331,0.23319,-0.30325
101,1683.416,16.667,0.67861,-3.88639,-8.89147,1.08846,-4.22319,-8.78353,-0.15907,0.24525,-0.34715
102,1700.154,16.667,0.75148,-3.70054,-8.74078,1.17079,-4.18456,-8.79142,-0.19490,0.36047,-0.38971
103,1717.009,16.667,0.77946,-3.62692,-8.45782,1.25655,-4.14434,-8.79863,-0.26777,0.50148,-0.44581
104,1732.088,16.667,0.70075,-4.13090,-9.25419,1.35448,-4.10027,-8.80475,-0.25300,0.53262,-0.47739
105,1749.336,16.667,1.19830,-4.20751,-8.94040,1.48986,-4.04450,-8.80867,-0.23051,0.59391,-0.42104
106,1764.525,16.667,1.35871,-4.26093,-8.90239,1.59703,-4.00615,-8.80742,-0.20521,0.65255,-0.39185
107,1780.069,16.667,1.83291,-4.45726,-8.75290,1.71174,-3.97078,-8.80189,-0.18556,0.73583,-0.36829
108,1797.176,16.667,2.05078,-4.45426,-8.71085,1.83540,-3.93672,-8.79226,-0.18740,0.80339,-0.34498
109,1816.575,16.667,2.43610,-4.61123,-8.81814,2.00609,-3.89042,-8.77557,-0.19572,0.84558,-0.30087
110,1830.372,16.667,2.75303,-4.48239,-8.42235,2.13617,-3.85759,-8.75935,-0.16562,0.88117,-0.25366
111,1847.492,16.667,2.81798,-4.28368,-8.34005,2.26625,-3.82998,-8.73875,-0.14096,0.88358,-0.22248
112,1864.936,16.667,2.59397,-3.82773,-8.88099,2.42982,-3.79268,-8.71103,-0.16365,0.75161,-0.24139
113,1883.545,16.667,2.81154,-3.85407,-9.05607,2.53348,-3.76123,-8.69511,-0.17859,0.62626,-0.23216
114,1899.924,16.667,2.65233,-3.80484,-8.85406,2.64943,-3.71832,-8.67900,-0.17864,0.49763,-0.25400
115,1916.829,16.667,2.65906,-3.86319,-9.06714,2.72065,-3.68403,-8.67158,-0.18252,0.37525,-0.26613
116,1933.442,16.667,2.74824,-3.72149,-8.95282,2.77809,-3.64954,-8.66796,-0.17783,0.28798,-0.26227
117,1949.816,16.667,2.68133,-3.69990,-9.02725,2.82450,-3.61657,-8.66678,-0.15180,0.17694,-0.26012
118,1966.546,16.667,2.65412,-3.73959,-9.12325,2.86824,-3.57660,-8.66900,-0.13395,0.06822,-0.24797
119,1983.451,16.667,2.55267,-4.07927,-9.74590,2.87901,-3.55040,-8.67619,-0.11169,-0.09653,-0.21815
120,2000.194,16.667,2.47396,-3.75231,-9.86920,2.85845,-3.52094,-8.69498,-0.09257,-0.31787,-0.18515
121,2016.486,16.667,2.51511,-3.79406,-10.38665,2.80713,-3.50094,-8.71974,-0.08523,-0.63785,-0.19077
122,2033.224,16.667,2.99919,-4.23280,-10.64896,2.70829,-3.48404,-8.75768,-0.04527,-1.02590,-0.18978
123,2049.894,16.667,3.18927,-4.08324,-11.06485,2.55321,-3.47321,-8.80842,0.01052,-1.62857,-0.18514
124,2066.364,16.667,3.24295,-3.98814,-10.87970,2.25479,-3.46976,-8.89084,0.05893,-1.97937,-0.13184
125,2083.684,16.667,2.89743,-3.79182,-10.06956,1.98095,-3.47852,-8.95244,0.11578,-2.13527,-0.03823
126,2099.877,16.667,2.55820,-3.53489,-9.60838,1.69589,-3.49900,-9.00285,0.20943,-1.99753,0.08976
127,2116.608,16.667,1.82887,-3.53953,-9.30925,1.33705,-3.54563,-9.04495,0.29970,-1.83449,0.15893
128,2133.085,16.667,1.24573,-3.59729,-8.89221,1.08504,-3.59656,-9.05858,0.40441,-1.74154,0.18554
129,2149.826,16.667,1.04148,-3.74259,-8.68347,0.83955,-3.66083,-9.05891,0.49547,-1.72222,0.20783
130,2166.329,16.667,0.55501,-3.65340,-9.12026,0.49881,-3.76246,-9.04243,0.58066,-1.87973,0.21265
131,2183.582,16.667,0.75851,-3.91706,-9.22217,0.22476,-3.84359,-9.01924,0.59323,-1.95757,0.21640
132,2199.723,16.667,0.74071,-3.97602,-8.95237,-0.04853,-3.92512,-8.98674,0.60679,-1.88189,0.19888
133,2216.723,16.667,0.00883,-3.78583,-8.17799,-0.37698,-4.03566,-8.92982,0.62825,-1.59804,0.15059
134,2233.617,16.667,-0.62653,-3.76922,-7.76724,-0.58460,-4.11804,-8.88090,0.61271,-1.38711,0.13374
135,2249.631,16.667,-0.70764,-3.94295,-7.75736,-0.76949,-4.19631,-8.83002,0.58443,-1.26970,0.15322
136,2266.429,16.667,-0.54468,-4.12790,-7.47410,-1.00055,-4.29080,-8.76119,0.50994,-1.19217,0.22139
137,2283.013,16.667,-0.83767,-4.16322,-8.77310,-1.17751,-4.34518,-8.71225,0.37271,-1.30268,0.24679
138,2299.740,16.667,-1.00093,-4.38094,-9.33888,-1.37136,-4.38286,-8.66489,0.29508,-1.37498,0.24290
139,2316.428,16.667,-1.24094,-4.66106,-8.70053,-1.61362,-4.42594,-8.60103,0.30208,-1.13770,0.26032
140,2332.998,16.667,-1.16807,-4.27844,-8.30339,-1.76191,-4.46404,-8.55210,0.40220,-0.89727,0.26557
141,2349.567,16.667,-1.12752,-4.38588,-8.17785,-1.88361,-4.51583,-8.49880,0.52120,-0.72129,0.28765
142,2366.538,16.667,-1.35691,-4.47910,-7.95129,-2.01703,-4.60183,-8.42171,0.60623,-0.54694,0.31361
143,2383.537,16.667,-1.81630,-4.74157,-8.00352,-2.10435,-4.66673,-8.36443,0.56736,-0.47322,0.32893
144,2399.763,16.667,-2.03402,-4.88746,-7.49669,-2.17803,-4.72117,-8.31487,0.47451,-0.32107,0.33626
145,2416.536,16.667,-2.20117,-4.82925,-7.35439,-2.25382,-4.77624,-8.26306,0.36289,-0.26477,0.30493
146,2433.169,16.667,-1.94379,-4.93011,-7.00783,-2.31176,-4.80525,-8.23017,0.26528,-0.32314,0.29168
147,2450.011,16.667,-2.00499,-4.85754,-6.82542,-2.37282,-4.81916,-8.20462,0.11504,-0.31455,0.28866
148,2466.642,16.667,-2.36742,-4.84482,-6.65169,-2.44794,-4.80091,-8.19324,-0.17184,-0.26250,0.27259
149,2483.266,16.667,-2.61133,-4.84946,-6.90892,-2.49533,-4.75920,-8.20328,-0.34188,-0.19281,0.24029
150,2499.991,16.667,-2.75603,-4.83000,-7.02115,-2.52540,-4.70250,-8.22674,-0.41506,-0.02861,0.22178
151,2516.490,16.667,-2.85598,-4.78885,-7.72489,-2.53473,-4.62414,-8.26819,-0.39586,0.14124,0.19948
152,2533.056,16.667,-2.76201,-4.74411,-8.06906,-2.52603,-4.57188,-8.29985,-0.31944,0.19313,0.18168
153,2549.915,16.667,-2.76710,-4.63622,-8.33018,-2.51452,-4.53009,-8.32621,-0.26062,0.19010,0.17136
154,2564.293,16.667,-2.62180,-4.70939,-8.07609,-2.49820,-4.48933,-8.35316,-0.29888,0.25704,0.17258
155,2580.459,16.667,-2.54294,-4.60839,-8.26718,-2.47395,-4.44200,-8.38562,-0.35215,0.30681,0.16118
156,2598.220,16.667,-2.60130,-4.66630,-8.46964,-2.43277,-4.37060,-8.43504,-0.40474,0.32611,0.13387
157,2616.696,16.667,-2.59337,-4.47880,-8.17485,-2.38775,-4.29134,-8.48843,-0.46611,0.33483,0.10785
158,2633.238,16.667,-2.42607,-4.41416,-7.78639,-2.34811,-4.22395,-8.53317,-0.53563,0.39575,0.09511
159,2650.267,16.667,-2.34527,-4.38408,-7.80734,-2.29526,-4.14734,-8.58497,-0.60431,0.51889,0.09117
160,2666.547,16.667,-2.24965,-4.19659,-7.97688,-2.20218,-4.03236,-8.66377,-0.67738,0.63446,0.10260
161,2683.251,16.667,-2.19713,-4.05892,-8.09420,-2.12288,-3.93622,-8.72754,-0.73344,0.67910,0.13189
162,2699.648,16.667,-2.12201,-3.97886,-8.21690,-2.03839,-3.83249,-8.79360,-0.77481,0.72917,0.14653
163,2716.440,16.667,-1.92015,-3.78553,-8.63274,-1.91654,-3.68664,-8.88290,-0.79512,0.76440,0.16452
164,2733.364,16.667,-1.79475,-3.48252,-9.02255,-1.82536,-3.57738,-8.94655,-0.74085,0.72666,0.16599
165,2749.898,16.667,-1.99856,-3.54985,-9.29414,-1.74204,-3.47732,-9.00244,-0.67827,0.64623,0.18149
166,2767.165,16.667,-1.83022,-3.07371,-9.22830,-1.64344,-3.35813,-9.06601,-0.56346,0.58283,0.17368
167,2782.865,16.667,-1.64332,-3.10169,-9.60195,-1.57661,-3.28473,-9.10468,-0.44764,0.52696,0.17079
168,2796.738,16.667,-1.67863,-3.00068,-9.71163,-1.51469,-3.22817,-9.13537,-0.32564,0.50011,0.13740
169,2813.279,16.667,-1.50176,-3.18055,-9.75443,-1.44950,-3.18989,-9.15936,-0.19986,0.53675,0.11228
170,2833.519,16.667,-1.32265,-2.99978,-9.89509,-1.35413,-3.15882,-9.18469,-0.11959,0.57063,0.10730
171,2849.697,16.667,-1.27386,-2.96522,-10.02467,-1.28046,-3.14250,-9.20084,-0.08828,0.55369,0.08676
172,2863.693,16.667,-1.17885,-3.23965,-10.10428,-1.20999,-3.13180,-9.21402,-0.05001,0.51093,0.06863
173,2880.950,16.667,-0.98866,-3.38301,-9.94551,-1.14518,-3.12693,-9.22395,-0.00533,0.47713,0.07057
174,2898.294,16.667,-0.85548,-3.70622,-9.90945,-1.06564,-3.12716,-9.23340,0.02303,0.43367,0.12383
175,2916.808,16.667,-1.08113,-3.61704,-10.10203,-1.00893,-3.13003,-9.23879,0.03306,0.29550,0.19970
176,2932.781,16.667,-1.13620,-3.43957,-9.65342,-0.98319,-3.13008,-9.24155,0.02732,0.23741,0.21750
177,2949.501,16.667,-1.14772,-3.16633,-9.30836,-0.95753,-3.13477,-9.24266,0.08526,0.27746,0.17425
178,2966.276,16.667,-0.87613,-2.78535,-9.38033,-0.92000,-3.14963,-9.24142,0.19603,0.40069,0.12394
179,2983.366,16.667,0.05312,-3.21466,-10.76672,-0.85591,-3.18760,-9.23455,0.25912,0.33044,0.11129
180,2999.981,16.667,-0.40178,-3.06338,-10.38665,-0.81918,-3.23491,-9.22142,0.44234,0.26411,0.09926
181,3016.288,16.667,-0.28237,-3.12713,-9.90137,-0.79653,-3.30665,-9.19793,0.64614,0.11610,0.12423
182,3033.170,16.667,-0.67950,-3.56287,-8.95342,-0.78607,-3.43082,-9.15325,0.75704,0.08454,0.13795
183,3050.039,16.667,-0.95140,-3.59684,-8.46246,-0.78056,-3.53357,-9.11455,0.74086,0.11563,0.14895
184,3066.880,16.667,-1.06273,-4.15170,-7.89308,-0.75986,-3.64767,-9.07125,0.50984,0.25370,0.13594
185,3083.202,16.667,-0.74699,-4.16501,-7.91733,-0.71991,-3.70006,-9.05327,0.27622,0.42778,0.10238
186,3099.844,16.667,-0.49410,-4.29894,-8.55089,-0.66124,-3.72171,-9.04887,0.06405,0.49172,0.09612
187,3116.340,16.667,0.20171,-4.39007,-10.04876,-0.60471,-3.71938,-9.05378,-0.06738,0.41397,0.14084
188,3133.148,16.667,0.54393,-4.74426,-11.65946,-0.57316,-3.70142,-9.06319,-0.07555,0.04217,0.20814
189,3149.818,16.667,0.62968,-4.67662,-11.84801,-0.60197,-3.69561,-9.06369,0.03198,-0.24873,0.26757
190,3166.319,16.667,0.45864,-4.55931,-10.94375,-0.66336,-3.70418,-9.05590,0.12362,-0.38915,0.32568
191,3183.320,16.667,-0.05567,-4.52399,-9.88132,-0.76065,-3.73102,-9.03722,0.23261,-0.34511,0.43348
192,3199.638,16.667,-0.20171,-4.51202,-9.67332,-0.83102,-3.76091,-9.01861,0.28842,-0.31934,0.50604
193,3217.072,16.667,-0.86272,-4.05174,-9.28942,-0.90750,-3.79568,-8.99665,0.32785,-0.36094,0.54398
194,3233.152,16.667,-0.91279,-3.51454,-8.00352,-1.01100,-3.84300,-8.96547,0.29865,-0.26633,0.54631
195,3249.640,16.667,-0.41360,-3.47922,-7.38132,-1.05410,-3.87004,-8.94886,0.25522,0.12648,0.64975
196,3266.348,16.667,-1.05973,-3.58068,-8.55403,-1.06025,-3.89953,-8.93532,0.36956,0.38483,0.77956
197,3282.952,16.667,-1.09131,-3.41892,-8.74347,-1.04027,-3.97111,-8.90610,0.62643,0.53670,0.84050
198,3299.947,16.667,-0.77273,-3.34485,-8.20448,-1.00852,-4.05051,-8.87393,0.74232,0.70649,0.86474
199,3316.271,16.667,-1.07141,-3.65924,-8.35427,-0.96434,-4.14027,-8.83734,0.79132,0.75464,0.89850
200,3332.918,16.667,-1.24409,-3.40515,-8.16213,-0.91027,-4.25660,-8.78767,0.69811,0.72220,0.91751
201,3349.745,16.667,-1.39522,-3.13730,-7.98541,-0.87378,-4.32877,-8.75606,0.56577,0.70287,0.79847
202,3366.153,16.667,-1.93526,-3.36011,-7.97389,-0.82881,-4.38474,-8.73255,0.42925,0.67106,0.60891
203,3383.344,16.667,-2.67492,-3.94624,-8.41128,-0.76181,-4.44212,-8.70963,0.31238,0.53582,0.31797
204,3399.958,16.667,-2.65936,-4.25046,-8.48954,-0.71459,-4.47314,-8.69775,0.19475,0.41601,0.12010
205,3416.522,16.667,-1.98165,-4.88701,-8.42041,-0.66596,-4.48868,-8.69359,0.04914,0.35948,-0.02565
206,3432.926,16.667,-1.33522,-5.81926,-9.40173,-0.61748,-4.48322,-8.69999,-0.09824,0.13524,-0.04036
207,3449.841,16.667,-0.82914,-5.92954,-9.33769,-0.60696,-4.46854,-8.70828,-0.11678,0.02115,0.02871
208,3466.136,16.667,-0.31319,-5.36107,-8.66387,-0.61129,-4.45616,-8.71432,-0.05499,0.01644,0.13872
209,3483.402,16.667,-0.79862,-4.89914,-8.16842,-0.61287,-4.45668,-8.71394,0.11232,0.15896,0.19140
210,3499.880,16.667,-0.08440,-4.57697,-7.74210,-0.59424,-4.47772,-8.70444,0.22222,0.35825,0.23324
211,3516.524,16.667,-0.39415,-4.77643,-7.18679,-0.54765,-4.50840,-8.69165,0.28065,0.61895,0.27814
212,3532.983,16.667,-0.21189,-5.18868,-8.16483,-0.44437,-4.55743,-8.67195,0.30791,0.84631,0.36641
213,3549.674,16.667,-0.20291,-5.33473,-9.11009,-0.36619,-4.59656,-8.65494,0.33091,0.78047,0.45378
214,3565.624,16.667,-0.56728,-4.93550,-9.75428,-0.30577,-4.63994,-8.63411,0.36853,0.63558,0.45481
215,3581.597,16.667,0.45535,-4.68216,-9.17039,-0.25977,-4.68241,-8.61266,0.30911,0.60352,0.49941
